call_type,companyName,fintrend,id,price,quality,technicals,valuation,value
,CT Cotton Yarn Ltd,Does not qualify,456139,,Does not qualify,Does not qualify,Does not qualify,
,Premier Aqua Farms,Does not qualify,1001101,,Does not qualify,Does not qualify,,
,Cochin Refineries Balmer Lawrie,Does not qualify,1002350,,Does not qualify,Does not qualify,,
,Cinerad Communications Ltd,Flat,189412,5.45,Does not qualify,Bullish,Does not qualify,
sellbg_arrow,Poddar Housing & Development Ltd,Negative,356486,236.05,Below Average,Bullish,Risky,31
,Photoquip India Ltd,Flat,758924,14.25,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Chalet Hotels Ltd,Positive,1003103,268.35,Below Average,Mildly Bullish,Risky,39
,Coimbatore Lakshmi Investment & Finance Company Ltd.,Does not qualify,137068,,Does not qualify,Does not qualify,,
,Coduras Exports,Does not qualify,1002137,,Does not qualify,Does not qualify,,
,Mangal Knits Ltd.,Does not qualify,671599,,Does not qualify,Does not qualify,,
holdbg_arrow,Century Textiles & Industries Ltd,Very Positive,950641,817.80,Average,Mildly Bullish,Expensive,64
,Medicorp Technologies India Ltd (Merged),Does not qualify,820983,,Does not qualify,Does not qualify,Does not qualify,
,Mondelez India Foods Pvt Ltd,Does not qualify,111375,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Maximus International Ltd,Flat,1002738,102.20,Average,Mildly Bullish,Expensive,52
holdbg_arrow,Magadh Sugar & Energy Ltd,Positive,1002798,337.55,Below Average,Bullish,Expensive,51
strongsellbg_arrow,Motherson Sumi Systems Ltd,Negative,655900,134.70,Average,Bearish,Attractive,28
sellbg_arrow,Modipon Ltd,Flat,734768,49.00,Below Average,Mildly Bullish,Does not qualify,38
sellbg_arrow,Mazda Ltd.,Flat,709417,486.50,Average,Bearish,Attractive,37
,Minosha India Ltd,Flat,614064,,Does not qualify,Does not qualify,Does not qualify,
,Manor Estates & Industries Ltd,Flat,407640,4.97,Does not qualify,Does not qualify,Does not qualify,
,Micro Accessories India,Does not qualify,1001498,,Does not qualify,Does not qualify,,
,MSD Industrial Enterprises,Does not qualify,1002558,,Does not qualify,Does not qualify,,
,Mewat Zinc Ltd,Flat,456590,14.81,Does not qualify,Does not qualify,Does not qualify,
,Money Masters Leasing & Finance Ltd,Does not qualify,134825,7.24,Below Average,Does not qualify,Does not qualify,
,Mayukh Dealtrade Ltd,Flat,1000422,12.08,Does not qualify,Mildly Bearish,Does not qualify,
,Marg Projects & Infrastructure Ltd,Flat,284247,,Below Average,Does not qualify,Does not qualify,
holdbg_arrow,Motilal Oswal Financial Services Ltd,Flat,646799,867.30,Average,Mildly Bullish,Fair,55
,Modern Engineering and Projects Ltd,Flat,1002609,20.65,Does not qualify,Does not qualify,Does not qualify,
,Market Creators Ltd,Positive,787776,11.37,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Mitsu Chem Plast Ltd,Flat,1002653,263.00,Average,Mildly Bullish,Expensive,52
,Milestone Organic Ltd.,Does not qualify,262012,,Does not qualify,Does not qualify,,
strongbuybg_arrow,MMP Industries Ltd,Very Positive,1002959,0,Good,Bullish,Fair,81
,Mask Investments Ltd,Positive,1002677,0,Does not qualify,Mildly Bearish,Does not qualify,
,Moneycare Finanz Ltd.,Does not qualify,312453,,Does not qualify,Does not qualify,,
holdbg_arrow,MIRC Electronics Ltd,Very Positive,643793,21.90,Below Average,Mildly Bullish,Fair,53
,Marine Cargo Company Ltd.,Does not qualify,183484,,Does not qualify,Does not qualify,,
,Mishka Finance & Trading Ltd,Flat,248476,,Does not qualify,Mildly Bearish,Does not qualify,
,Moh Ltd,Does not qualify,422800,,Does not qualify,Does not qualify,Does not qualify,
,Magna Colours Ltd,Flat,872883,,Does not qualify,Mildly Bullish,Does not qualify,
,Mid-West India Industries,Does not qualify,1002499,,Does not qualify,Does not qualify,,
,Milestone Furniture Ltd,Does not qualify,1002990,9.25,Below Average,Does not qualify,Does not qualify,
,Mercury Phytochem,Does not qualify,1002130,,Does not qualify,Does not qualify,,
strongbuybg_arrow,Maithan Alloys Ltd.,Outstanding,132112,"1,441.60",Good,Bullish,Expensive,84
,Mrinal Texturising Industries,Does not qualify,1002576,,Does not qualify,Does not qualify,,
holdbg_arrow,MPS Ltd.,Positive,555067,649.00,Good,Mildly Bearish,Fair,52
,Maruti Organics Ltd.,Does not qualify,952139,,Does not qualify,Does not qualify,,
,Mahavira Foods Ltd.,Does not qualify,806990,,Does not qualify,Does not qualify,,
holdbg_arrow,Mayur Uniquoters Ltd,Positive,843438,377.90,Good,Bearish,Attractive,50
,Mohit Industries Ltd,Positive,914578,18.95,Does not qualify,Bullish,Does not qualify,
strongsellbg_arrow,Midwest Gold Ltd,Flat,628776,,Below Average,Does not qualify,Does not qualify,20
,Morgan Stanley,Does not qualify,516564,,Does not qualify,Does not qualify,,
,Mahesh Developers Ltd,Flat,1003144,12.37,Does not qualify,Mildly Bullish,Does not qualify,
,Mavens Biotech Ltd,Flat,941720,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Muller & Phipps (India) Ltd,Flat,696569,130.65,Below Average,Mildly Bullish,Does not qualify,38
sellbg_arrow,Mahasagar Travels Ltd,Positive,750408,2.98,Below Average,Does not qualify,Does not qualify,30
,Madhusudan Securities Ltd,Flat,127261,4.53,Does not qualify,Bullish,Does not qualify,
strongsellbg_arrow,Manjeera Constructions Ltd,Positive,245907,25.55,Below Average,Bearish,Does not qualify,20
,Midland Polymers Ltd,Flat,173511,,Does not qualify,Mildly Bullish,Does not qualify,
,Malvika Steel Ltd,Does not qualify,289967,,Does not qualify,Does not qualify,Does not qualify,
,Mansoon Trading Company Ltd,Positive,904872,0,Does not qualify,Does not qualify,Does not qualify,
,Monalisa Infotech Ltd,Does not qualify,606809,,Does not qualify,Does not qualify,Does not qualify,
,Mehta Caplease,Does not qualify,918470,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Modern India Ltd,Flat,939784,,Below Average,Does not qualify,Risky,16
strongsellbg_arrow,Monsanto India Ltd(Merged),Flat,726151,,Below Average,Does not qualify,Risky,16
,Maharashtra Corporation Ltd,Flat,383568,1.90,Does not qualify,Bullish,Does not qualify,
sellbg_arrow,Maruti Suzuki India Ltd,Negative,984862,"7,883.25",Average,Mildly Bullish,Very Expensive,42
,Meltron Semiconductors Ltd.,Does not qualify,138473,,Does not qualify,Does not qualify,,
,Munis Forge Ltd.,Does not qualify,126083,,Does not qualify,Does not qualify,,
,Mihika Industries Ltd,Flat,199044,18.00,Does not qualify,Does not qualify,Does not qualify,
,Plethico Pharmaceuticals Ltd,Flat,945374,,Does not qualify,Does not qualify,Does not qualify,
,Mindspace Business Parks REIT,Positive,1003410,342.75,Does not qualify,Mildly Bullish,Very Expensive,
,Merind Ltd,Does not qualify,536296,,Does not qualify,Does not qualify,Does not qualify,
,Pratibha Industries Ltd,Very Negative,155186,,Below Average,Does not qualify,Does not qualify,
,Pashupati Cables Ltd.,Does not qualify,983165,,Does not qualify,Does not qualify,,
,Prime Petro Products Ltd,Does not qualify,820007,,Does not qualify,Does not qualify,Does not qualify,
,PB Global Ltd,Flat,222334,,Does not qualify,Does not qualify,Does not qualify,
,Prashant India Ltd.,Flat,971421,8.50,Does not qualify,Bullish,Does not qualify,
strongsellbg_arrow,Petron Engineering Construction Ltd,Negative,828786,,Below Average,Does not qualify,Does not qualify,5
,Parekh Aluminex Ltd,Does not qualify,810018,,Does not qualify,Mildly Bearish,Does not qualify,
,Purvi Electronics,Does not qualify,1001115,,Does not qualify,Does not qualify,,
,Pochiraju Industries Ltd,Flat,963031,,Does not qualify,Does not qualify,Does not qualify,
,Phoenix Township Ltd,Very Positive,807798,32.80,Does not qualify,Bullish,Does not qualify,
,Praveen Properties Ltd.,Does not qualify,859090,,Does not qualify,Does not qualify,,
,Purple Entertainment Ltd,Flat,1000589,13.17,Does not qualify,Mildly Bearish,Does not qualify,
,Pincon Spirit Ltd,Positive,726203,,Below Average,Does not qualify,Does not qualify,
,Polytex India Ltd,Flat,443431,6.10,Does not qualify,Mildly Bullish,Does not qualify,
,Promax Power Ltd,Does not qualify,1003547,29.00,Below Average,Mildly Bullish,Does not qualify,
,Premier Tubes,Does not qualify,1001581,,Does not qualify,Does not qualify,,
,Pebble Investment and Finance,Does not qualify,1002029,,Does not qualify,Does not qualify,,
,Patel Holdings Ltd.,Does not qualify,144090,,Does not qualify,Does not qualify,,
,Pressure Sensitive Systems (India) Ltd,Flat,202103,,Does not qualify,Mildly Bullish,Does not qualify,
,Pharmaceutical Product of India Ltd.,Does not qualify,312207,,Does not qualify,Does not qualify,,
,Platinum Corporation Ltd,Does not qualify,996374,,Does not qualify,Mildly Bearish,Does not qualify,
,Pasupati Spinning & Weaving Mills Ltd,Positive,145564,25.00,Does not qualify,Mildly Bullish,Does not qualify,
,Prag Bosimi Synthetics Ltd,Negative,111593,3.21,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,PCBL Ltd,Positive,694251,217.60,Good,Bearish,Very Attractive,53
holdbg_arrow,Panorama Studios International Ltd,Positive,999993,83.50,Average,Bullish,Risky,60
sellbg_arrow,Pithampur Poly Products Ltd,Flat,588771,10.63,Below Average,Mildly Bullish,Does not qualify,38
,Paras Magnetic Tapes,Does not qualify,1002521,,Does not qualify,Does not qualify,,
holdbg_arrow,Phoenix Mills Ltd.,Outstanding,861535,"1,013.30",Below Average,Mildly Bullish,Very Expensive,54
,Prabhu Steel Industries Ltd,Flat,703135,0,Does not qualify,Does not qualify,Does not qualify,
,Pooja Entertainment & Films Ltd,Flat,162087,170.00,Does not qualify,Mildly Bearish,Does not qualify,
,Prudential Polywebs,Does not qualify,1002092,,Does not qualify,Does not qualify,,
holdbg_arrow,Polycab India Ltd,Positive,1003131,"2,442.35",Good,Mildly Bullish,Very Expensive,64
,Pioneer Investcorp Ltd,Flat,921177,36.10,Does not qualify,Mildly Bullish,Does not qualify,
,Pro Fin Capital Services Ltd,Positive,306806,173.95,Does not qualify,Bullish,Does not qualify,
holdbg_arrow,Precot Ltd,Outstanding,579849,0,Below Average,Mildly Bullish,Very Attractive,64
,Photon Capital Advisors Ltd,Flat,616712,39.60,Does not qualify,Bullish,Does not qualify,
strongsellbg_arrow,Provogue (India) Ltd,Negative,466740,,Below Average,Does not qualify,Does not qualify,5
,Classic Diamonds (India) Ltd,Flat,396032,,Does not qualify,Does not qualify,Does not qualify,
,Chettinad Cement Corporation Ltd,Does not qualify,545412,,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,CSB Bank Ltd,Very Positive,1003355,219.35,Good,Mildly Bearish,Very Attractive,64
,Chakan Vegoils Ltd.,Does not qualify,316634,,Does not qualify,Does not qualify,,
,Powerful Technologies Ltd,Does not qualify,1003041,0,Below Average,Does not qualify,Does not qualify,
,Pan India Corporation Ltd,Flat,975904,6.70,Does not qualify,Mildly Bullish,Risky,
sellbg_arrow,Capacite Infraprojects Ltd,Positive,1002821,127.60,Average,Bearish,Very Attractive,46
,CF Technologies,Does not qualify,1002277,,Does not qualify,Does not qualify,,
,Chase Bright Steel Ltd,Flat,350226,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Chowgule Steamships Ltd,Very Positive,884558,13.50,Below Average,Mildly Bullish,Does not qualify,52
,CRB Capital Market,Does not qualify,1002354,,Does not qualify,Does not qualify,,
holdbg_arrow,Chennai Petroleum Corporation Ltd,Very Positive,129013,126.05,Below Average,Mildly Bullish,Attractive,56
strongsellbg_arrow,Centrum Capital Ltd,Flat,315296,26.00,Below Average,Bearish,Very Expensive,16
,Cosco (India) Ltd.,Flat,762854,231.90,Does not qualify,Bullish,Does not qualify,
,CHD Developers Ltd,Negative,303620,,Below Average,Does not qualify,Does not qualify,
,CKP Products Ltd,Does not qualify,1002760,0.00,Below Average,Does not qualify,Does not qualify,
,Cauvery Software Engineering Systems Ltd,Does not qualify,254035,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Chennai Meenakshi Multispeciality Hospital Ltd,Positive,226160,24.10,Below Average,Bullish,Does not qualify,53
holdbg_arrow,Carborundum Universal Ltd,Positive,553345,791.05,Good,Mildly Bullish,Very Expensive,64
,Chordia Food Products Ltd,Flat,199945,138.00,Does not qualify,Mildly Bearish,Does not qualify,
buybg_arrow,Cosmo Films Ltd,Very Positive,350988,"1,766.75",Average,Bullish,Expensive,71
sellbg_arrow,CRISIL Ltd.,Positive,761462,"2,941.00",Good,Mildly Bearish,Very Expensive,48
,Continental Construction Ltd,Does not qualify,313754,,Does not qualify,Does not qualify,Does not qualify,
,Castron Technologies Ltd,Does not qualify,742598,,Does not qualify,Does not qualify,Does not qualify,
strongsellbg_arrow,Chemcon Speciality Chemicals Ltd,Negative,1003418,279.10,Average,Bearish,Very Expensive,21
,Carbon Everflow,Does not qualify,1002421,.00,Does not qualify,Does not qualify,,
,CMS Finvest Ltd,Does not qualify,341770,,Does not qualify,Does not qualify,Does not qualify,
,Century Tubes,Does not qualify,1002120,,Does not qualify,Does not qualify,,
,City Lifts (India) Ltd.,Does not qualify,717346,,Does not qualify,Does not qualify,,
holdbg_arrow,Cera Sanitaryware Ltd,Positive,106361,"4,759.50",Good,Mildly Bearish,Fair,52
,Coromandel Agro Products and Oils Ltd,Very Positive,916986,3.71,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Cochin Shipyard Ltd.,Negative,1002795,301.75,Average,Bearish,Very Attractive,31
,Chandni Textiles Engineering Industries Ltd,Very Positive,753130,43.85,Does not qualify,Sideways,Does not qualify,
,Concert Capital Ltd.,Does not qualify,296158,,Does not qualify,Does not qualify,,
,Crimson Metal Engineering Company Ltd,Flat,108236,8.50,Does not qualify,Does not qualify,Does not qualify,
,Crest Animation Studios Ltd,Does not qualify,873598,,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,Camlin Fine Sciences Ltd,Positive,256060,143.90,Average,Sideways,Attractive,54
sellbg_arrow,Chembond Chemicals Ltd,Flat,884191,193.40,Average,Mildly Bearish,Very Attractive,45
,Cosmos Apparels,Does not qualify,1002365,,Does not qualify,Does not qualify,,
,Chothani Foods Ltd.,Does not qualify,1002812,16.25,Below Average,Mildly Bullish,Does not qualify,
,Consolidated Finvest & Holdings Ltd,Positive,461234,34.85,Does not qualify,Does not qualify,Does not qualify,
strongsellbg_arrow,Captain Polyplast Ltd,Negative,301332,20.00,Average,Bearish,Attractive,28
holdbg_arrow,Cosmo Ferrites Ltd,Outstanding,433010,485.40,Below Average,Bullish,Very Expensive,61
,Cat Technologies Ltd,Flat,151280,,Does not qualify,Mildly Bullish,Does not qualify,
,BOB Growth 95,Does not qualify,1002375,,Does not qualify,Does not qualify,,
,Coromandel Granite Co,Does not qualify,1002219,,Does not qualify,Does not qualify,,
,Cairn India Ltd(Merged),Flat,194047,,Does not qualify,Does not qualify,Does not qualify,
,Cavalet India,Does not qualify,1002038,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Celestial Biolabs Ltd,Very Negative,604118,,Below Average,Does not qualify,Does not qualify,1
,Comet Glass,Does not qualify,1001414,,Does not qualify,Does not qualify,,
holdbg_arrow,Coforge Ltd,Positive,194167,"4,449.15",Excellent,Bearish,Expensive,51
strongsellbg_arrow,Camson Bio Technologies Ltd,Negative,617454,,Below Average,Does not qualify,Does not qualify,5
holdbg_arrow,Crest Ventures Ltd,Positive,253483,182.00,Average,Bullish,Risky,60
,Magico Exports & Consultants Ltd,Does not qualify,535815,,Does not qualify,Does not qualify,Does not qualify,
,Chemo Pharma Laboratories Ltd,Positive,674875,37.00,Does not qualify,Mildly Bullish,Does not qualify,
,Medico Remedies Ltd.,Does not qualify,1002925,84.25,Below Average,Mildly Bullish,Risky,
sellbg_arrow,Cityman Ltd,Flat,909006,8.13,Below Average,Mildly Bullish,Does not qualify,38
,Malabar Building Products Ltd(merged),Does not qualify,630987,,Does not qualify,Does not qualify,Does not qualify,
,Morarka Finance Ltd,Positive,839747,111.75,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Mahindra CIE Automotive Ltd,Flat,343371,179.00,Average,Bearish,Very Attractive,40
,Mewar Polytex Ltd,Flat,379436,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,MVL Ltd,Flat,300449,,Below Average,Mildly Bullish,Does not qualify,38
,Maya Agro Products Ltd.,Does not qualify,103127,,Does not qualify,Does not qualify,,
,Marico Kaya Enterprises Ltd,Flat,993941,,Does not qualify,Does not qualify,Does not qualify,
,Metrochem Industries Ltd(merged),Does not qualify,798292,,Does not qualify,Mildly Bearish,Does not qualify,
sellbg_arrow,Metroglobal Ltd.,Flat,807700,80.30,Below Average,Mildly Bullish,Very Expensive,37
strongsellbg_arrow,Maximaa Systems Ltd,Positive,753496,,Below Average,Mildly Bearish,Does not qualify,27
,Mudra Financial Services Ltd,Flat,1002608,4.04,Does not qualify,Does not qualify,Does not qualify,
,Millennium Beer Industries Ltd(merged),Does not qualify,877208,,Does not qualify,Mildly Bullish,Does not qualify,
,Mazda Properties Ltd,Does not qualify,240586,,Does not qualify,Does not qualify,Does not qualify,
,Madras Motor Finance and Guaranty,Does not qualify,1001885,.00,Does not qualify,Does not qualify,,
,Modi Tele Fibres Ltd.,Does not qualify,695809,,Does not qualify,Does not qualify,,
,Monozyme India Ltd,Does not qualify,300247,,Does not qualify,Does not qualify,Does not qualify,
,Madras Hi-Tech Circuits Ltd.,Does not qualify,126284,,Does not qualify,Does not qualify,,
,Metropoli Overseas Ltd.,Does not qualify,368777,,Does not qualify,Does not qualify,,
,Mahaveer Cotts Strings Ltd,Does not qualify,980834,.00,Does not qualify,Does not qualify,Does not qualify,
,Makan Agro Oils,Does not qualify,1001499,,Does not qualify,Does not qualify,,
,Magan Industries Ltd,Does not qualify,242837,,Does not qualify,Does not qualify,Does not qualify,
,Mylan Laboratories Ltd,Does not qualify,108471,,Does not qualify,Mildly Bullish,Does not qualify,
,Micron Chemicals,Does not qualify,1001510,,Does not qualify,Does not qualify,,
,Marnite Polycast,Does not qualify,1002128,,Does not qualify,Does not qualify,,
,Manor Floatel Ltd,Does not qualify,347622,,Does not qualify,Does not qualify,Does not qualify,
,Mindpool Technologies Ltd,Does not qualify,1003107,0,Below Average,Bullish,Does not qualify,
,Mewar Marbles,Does not qualify,1002116,,Does not qualify,Does not qualify,,
,Bajwa Agro Industries Ltd,Does not qualify,1001991,,Does not qualify,Does not qualify,Does not qualify,
,Bosch Rexroth (India) Ltd,Does not qualify,485843,,Does not qualify,Does not qualify,Does not qualify,
,Balaji Bonds,Does not qualify,1002316,,Does not qualify,Does not qualify,,
,M P Agro Industries Ltd,Flat,624414,13.23,Does not qualify,Bullish,Does not qualify,
holdbg_arrow,Mphasis Ltd.,Positive,569237,"3,106.05",Good,Mildly Bullish,Very Expensive,64
,Mansarovar Paper and Industries,Does not qualify,1002529,,Does not qualify,Does not qualify,,
,Modern Insulators Ltd,Negative,238496,49.50,Does not qualify,Mildly Bearish,Does not qualify,
,Maniyar Plast-O-Contain Ltd.,Does not qualify,247816,,Does not qualify,Does not qualify,,
holdbg_arrow,Mahindra & Mahindra Ltd,Positive,845805,783.25,Average,Sideways,Fair,51
holdbg_arrow,Muthoot Finance Ltd,Positive,751972,"1,345.00",Good,Mildly Bearish,Expensive,50
,Mahavir Impex Ltd,Flat,576587,,Does not qualify,Does not qualify,Does not qualify,
strongsellbg_arrow,McNally Bharat Engineering Company Ltd,Flat,942129,6.95,Below Average,Bearish,Risky,12
,Mandovi Pellets,Does not qualify,1002127,,Does not qualify,Does not qualify,,
,Panjwani Packaging,Does not qualify,1002109,,Does not qualify,Does not qualify,,
,Indu Nissan Oxo Chemicals Industries Ltd,Does not qualify,544991,,Does not qualify,Does not qualify,Does not qualify,
,Parekh Platinum Ltd,Does not qualify,473705,,Does not qualify,Mildly Bearish,Does not qualify,
strongsellbg_arrow,Multibase India Ltd,Negative,219715,211.25,Average,Mildly Bearish,Very Expensive,27
strongsellbg_arrow,Proaim Enterprises Ltd(Merged,Flat,903033,,Below Average,Does not qualify,Does not qualify,20
holdbg_arrow,Indian Sucrose Ltd,Positive,680584,77.25,Below Average,Bullish,Expensive,51
,India Steamship Company Ltd(merged),Does not qualify,666101,,Does not qualify,Does not qualify,Does not qualify,
,Interface Financial Services Ltd,Flat,378677,,Does not qualify,Mildly Bearish,Does not qualify,
strongsellbg_arrow,IFCI Ltd.,Negative,589145,12.35,Below Average,Mildly Bullish,Risky,24
strongsellbg_arrow,IOL Chemicals & Pharmaceuticals Ltd,Negative,250603,406.50,Average,Bearish,Fair,26
,Nyssa Corporation Ltd,Positive,637459,8.00,Does not qualify,Mildly Bullish,Does not qualify,
,Nava Bharat Enterprises Ltd,Does not qualify,343873,,Does not qualify,Does not qualify,Does not qualify,
,Nahar Sugar & Allied Inds Ltd(merged),Does not qualify,1002064,,Does not qualify,Does not qualify,Does not qualify,
,National Plastic Industries Ltd,Flat,975999,37.05,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Nath Industries Ltd,Positive,528829,86.10,Average,Mildly Bearish,Attractive,48
,Nikumbh Dairy Products,Does not qualify,1002560,,Does not qualify,Does not qualify,,
,Nova International,Does not qualify,1002047,,Does not qualify,Does not qualify,,
buybg_arrow,Nitta Gelatin India Ltd,Very Positive,781719,280.50,Average,Bullish,Expensive,71
strongsellbg_arrow,Nagarjuna Oil Refinery Ltd,Flat,750729,,Below Average,Does not qualify,Does not qualify,20
,NRS Textile Mills,Does not qualify,1002422,,Does not qualify,Does not qualify,,
strongbuybg_arrow,National Aluminium Company Ltd,Very Positive,359296,122.50,Good,Bullish,Attractive,84
,New Era Urban Amenities,Does not qualify,1002579,,Does not qualify,Does not qualify,,
buybg_arrow,Narmada Gelatines Ltd,Positive,929284,205.45,Average,Bullish,Attractive,71
,Narmada Macplast Drip Irrigation Systems Ltd,Positive,349260,15.70,Does not qualify,Sideways,Does not qualify,
,Nitin Fire Protection Industries Ltd,Does not qualify,955607,1.82,Below Average,Does not qualify,Does not qualify,
,Noesis Industries Ltd,Flat,482776,,Below Average,Does not qualify,Does not qualify,
,Noble Brothers Impex Ltd.,Does not qualify,627388,,Does not qualify,Does not qualify,,
,Nidan Laboratories & Healthcare Ltd,Flat,1003561,0,Does not qualify,Sideways,Does not qualify,
,Nitiraj Engineers Ltd,Flat,1002716,0,Does not qualify,Bullish,Does not qualify,
,Nimbus Foods Industries Ltd,Flat,183305,,Below Average,Does not qualify,Does not qualify,
holdbg_arrow,NR Agarwal Industries Ltd.,Flat,919938,271.65,Average,Mildly Bullish,Attractive,58
strongsellbg_arrow,Nuvoco Vistas Corporation Ltd,Flat,1003525,373.55,Below Average,Mildly Bearish,Expensive,23
,Nilkanth Engineering Ltd,Positive,315833,0,Does not qualify,Does not qualify,Does not qualify,
,National General Industries Ltd,Flat,588029,365.80,Does not qualify,Mildly Bullish,Risky,
,Niks Technology Ltd,Does not qualify,1003483,165.10,Below Average,Mildly Bearish,Does not qualify,
,Neo Corp International Ltd,Negative,650121,,Below Average,Does not qualify,Does not qualify,
,Nihon Nirmaan,Does not qualify,1002133,,Does not qualify,Does not qualify,,
,NEPC Textiles Ltd,Does not qualify,455308,,Does not qualify,Does not qualify,Does not qualify,
,North Star Gems,Does not qualify,1002072,,Does not qualify,Does not qualify,,
strongsellbg_arrow,NB Footwear Ltd.,Flat,798826,3.50,Below Average,Does not qualify,Does not qualify,20
,Cromakem Ltd.,Does not qualify,601120,,Does not qualify,Does not qualify,,
,C.E. Info Systems Ltd,Does not qualify,1003581,"1,561.70",Good,Mildly Bullish,Very Expensive,
sellbg_arrow,Cartrade Tech Ltd,Flat,1003524,570.00,Below Average,Mildly Bullish,Very Expensive,37
,Nakoda Group of Industries Ltd,Positive,1003004,221.00,Does not qualify,Mildly Bullish,Very Expensive,
,Narendra Properties Ltd,Flat,853767,22.80,Does not qualify,Mildly Bullish,Does not qualify,
,Creative World Telefilms Ltd,Does not qualify,346417,,Does not qualify,Does not qualify,Does not qualify,
,Cineline India Ltd,Positive,384105,103.00,Does not qualify,Mildly Bullish,Risky,
,Core Organics,Does not qualify,1002331,,Does not qualify,Does not qualify,,
,City Pulse Multiplex Ltd,Does not qualify,1003153,61.00,Below Average,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Central Bank of India,Positive,721368,19.15,Below Average,Mildly Bearish,Expensive,28
,Colinz Laboratories Ltd,Flat,621096,27.20,Does not qualify,Mildly Bullish,Does not qualify,
,Cebon India,Does not qualify,1001416,,Does not qualify,Does not qualify,,
,Chetak Spintex Ltd.,Does not qualify,562532,,Does not qualify,Does not qualify,,
,Conart Engineers Ltd.,Positive,852762,36.10,Does not qualify,Mildly Bullish,Does not qualify,
,Cil Securities Ltd,Positive,873344,26.45,Does not qualify,Mildly Bullish,Does not qualify,
,Coromandel Pharmaceuticals,Does not qualify,1002346,,Does not qualify,Does not qualify,,
,CKP Leisure Ltd,Does not qualify,1002935,0,Below Average,Does not qualify,Does not qualify,
,CRC Carrier,Does not qualify,1002356,,Does not qualify,Does not qualify,,
buybg_arrow,Cholamandalam Investment & Finance Company Ltd,Positive,972395,702.35,Good,Bullish,Very Expensive,71
,Cupid Trades & Finance Ltd,Flat,851188,,Does not qualify,Mildly Bearish,Does not qualify,
,Cantriple +,Does not qualify,1001952,.00,Does not qualify,Does not qualify,,
sellbg_arrow,Cravatex Ltd,Positive,484198,349.00,Below Average,Sideways,Does not qualify,33
,Clarity Financial Services Ltd,Does not qualify,1002276,,Does not qualify,Does not qualify,Does not qualify,
,Credence Sound & Vision Ltd,Does not qualify,159407,,Does not qualify,Does not qualify,Does not qualify,
,Cutfast Abrasive Tools,Does not qualify,1002372,,Does not qualify,Does not qualify,,
,Cabot India Ltd,Does not qualify,253953,,Does not qualify,Does not qualify,Does not qualify,
,CLC Global Ltd(merged),Does not qualify,1002420,,Does not qualify,Does not qualify,Does not qualify,
,Continental Forging Ltd.,Does not qualify,704209,,Does not qualify,Does not qualify,,
,CPEC Ltd,Does not qualify,585674,,Does not qualify,Does not qualify,Does not qualify,
,Corporate Merchant Bankers Ltd,Flat,1002692,16.80,Does not qualify,Does not qualify,Does not qualify,
,Colorchips New Media Ltd,Flat,348684,31.20,Does not qualify,Mildly Bearish,Does not qualify,
,CNI Research Ltd,Positive,824667,2.63,Does not qualify,Bullish,Does not qualify,
sellbg_arrow,Chamanlal Setia Exports Ltd,Negative,801400,103.50,Average,Mildly Bearish,Attractive,34
,Cilson Organics,Does not qualify,1002333,,Does not qualify,Does not qualify,,
,Country Condos Ltd,Positive,755383,5.83,Does not qualify,Mildly Bullish,Does not qualify,
,Cyberspace Ltd,Does not qualify,299626,,Does not qualify,Does not qualify,Does not qualify,
,Canopy Securities & Finance,Does not qualify,1002484,,Does not qualify,Does not qualify,,
,CV Steels,Does not qualify,1002156,,Does not qualify,Does not qualify,,
holdbg_arrow,Chemfab Alkalis Ltd,Outstanding,1002978,214.55,Below Average,Bullish,Expensive,63
,Crester Securities,Does not qualify,1002507,,Does not qualify,Does not qualify,,
,Chicago Software Industries Ltd,Does not qualify,982620,,Does not qualify,Does not qualify,Does not qualify,
,Cimmco Ltd.,Does not qualify,347328,21.50,Below Average,Does not qualify,Does not qualify,
,C J Gelatine Products Ltd,Flat,266992,20.25,Does not qualify,Mildly Bullish,Does not qualify,
,Cox & Kings Ltd,Does not qualify,655741,1.63,Below Average,Does not qualify,Does not qualify,
,Cistro Telelink Ltd,Flat,102602,,Does not qualify,Mildly Bullish,Does not qualify,
,CCL International Ltd,Negative,847977,18.15,Does not qualify,Mildly Bullish,Does not qualify,
,Mukund Syntex Ltd.,Does not qualify,959277,,Does not qualify,Does not qualify,,
