call_type,companyName,fintrend,id,price,quality,technicals,valuation,value
,Natura Hue Chem Ltd,Flat,235262,8.00,Does not qualify,Mildly Bullish,Does not qualify,
,Naysaa Securities Ltd,Does not qualify,171831,27.50,Below Average,Mildly Bullish,Does not qualify,
buybg_arrow,Nitin Spinners Ltd,Outstanding,127568,271.00,Average,Mildly Bullish,Fair,72
,Nitin Industries Ltd.,Does not qualify,913238,,Does not qualify,Does not qualify,,
,New Heaven Chemicals & Industries Ltd,Flat,625427,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Newgen Software Technologies Ltd,Positive,1002910,522.75,Good,Mildly Bearish,Attractive,55
,Nishant Paper Mills,Does not qualify,1002410,,Does not qualify,Does not qualify,,
,Neelkanth Motel & Hotels Ltd,Does not qualify,211056,,Does not qualify,Does not qualify,Does not qualify,
,Nova Iron & Steel Ltd,Does not qualify,869928,,Below Average,Mildly Bearish,Does not qualify,
,Nirma Ltd,Does not qualify,938644,,Does not qualify,Mildly Bullish,Does not qualify,
,Nalin Lease Finance Ltd,Flat,101066,32.85,Does not qualify,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Nath Pulp & Paper Mills Ltd(Merged),Negative,255349,,Below Average,Does not qualify,Does not qualify,5
,Nalin Chemicals,Does not qualify,1002528,,Does not qualify,Does not qualify,,
,Nova Electro Magnetics Ltd.,Does not qualify,907050,,Does not qualify,Does not qualify,,
,Neelamalai Agro Industries Ltd,Positive,344995,"3,852.55",Does not qualify,Mildly Bullish,Risky,
,Nikki Global Finance Ltd,Flat,219735,10.80,Does not qualify,Bullish,Does not qualify,
,Nissan Copper Ltd,Flat,962852,,Does not qualify,Does not qualify,Does not qualify,
,NPR Finance Ltd,Flat,809487,15.40,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Neogen Chemicals Ltd,Flat,1003135,"1,650.00",Average,Mildly Bullish,Very Expensive,51
,Netflier Finco Ltd(merged),Does not qualify,949008,,Does not qualify,Does not qualify,Does not qualify,
,Negotium International Trade Ltd,Flat,438753,,Does not qualify,Mildly Bearish,Does not qualify,
,Neogem India Ltd,Flat,511318,5.80,Does not qualify,Bullish,Does not qualify,
strongsellbg_arrow,Cella Space Ltd.,Flat,223451,5.30,Below Average,Bearish,Does not qualify,14
strongsellbg_arrow,Nilkamal Ltd,Negative,889867,"2,215.15",Average,Mildly Bearish,Expensive,28
,Chemox Chemical Industries Ltd.,Does not qualify,596832,,Does not qualify,Does not qualify,,
strongbuybg_arrow,NIIT Ltd,Outstanding,178477,490.20,Good,Bullish,Fair,87
,Crescent Colorcoat Systems,Does not qualify,1002173,,Does not qualify,Does not qualify,,
,Compulink Systems Ltd(merged),Does not qualify,524061,,Does not qualify,Mildly Bullish,Does not qualify,
,Coral Newsprints Ltd,Flat,550901,10.90,Does not qualify,Mildly Bullish,Does not qualify,
,Claro India Ltd.,Does not qualify,657450,,Does not qualify,Does not qualify,,
,Continental Chemicals Ltd,Flat,154589,159.20,Does not qualify,Mildly Bullish,Does not qualify,
,Croslands Research Laboratories,Does not qualify,1002361,,Does not qualify,Does not qualify,,
,Classic Leasing & Finance Ltd,Positive,1002756,14.50,Does not qualify,Mildly Bullish,Does not qualify,
,Compucom Software Ltd,Very Positive,542114,24.55,Does not qualify,Mildly Bullish,Risky,
,C & C Constructions Ltd,Does not qualify,264679,4.65,Below Average,Mildly Bullish,Does not qualify,
,Concert Spices & Exports,Does not qualify,1002483,,Does not qualify,Does not qualify,,
,Citric India,Does not qualify,819283,,Does not qualify,Does not qualify,,
,Consecutive Investments & Trading Co Ltd,Flat,395130,35.95,Does not qualify,Does not qualify,Does not qualify,
,Cenlub Industries Ltd,Positive,166866,110.00,Does not qualify,Mildly Bullish,Does not qualify,
,Chokhani International Ltd,Does not qualify,558271,,Does not qualify,Does not qualify,Does not qualify,
,Cheran Constructions,Does not qualify,1002172,,Does not qualify,Does not qualify,,
,Chirau Finance Investment and Leasing,Does not qualify,1002273,,Does not qualify,Does not qualify,,
holdbg_arrow,Cheviot Company Ltd.,Positive,656432,"1,149.00",Average,Mildly Bearish,Very Attractive,51
,Chandra Synthetics,Does not qualify,1002474,,Does not qualify,Does not qualify,,
,Continental Seeds and Chemicals Ltd,Does not qualify,1002956,0,Below Average,Mildly Bullish,Does not qualify,
,Cosy Mercantile Ltd.,Does not qualify,827141,,Does not qualify,Does not qualify,,
holdbg_arrow,Chambal Fertilisers & Chemicals Ltd,Flat,513245,437.20,Average,Bullish,Fair,62
,Clarisis Organics Ltd,Does not qualify,252280,,Does not qualify,Does not qualify,Does not qualify,
strongsellbg_arrow,CRP Risk Management Ltd,Flat,294283,,Below Average,Does not qualify,Does not qualify,20
,Contil India Ltd,Flat,493230,45.25,Does not qualify,Mildly Bullish,Does not qualify,
,Chemcrux Enterprises Ltd,Does not qualify,1002734,150.00,Below Average,Mildly Bullish,Expensive,
,BCPL Railway Infrastructure Ltd,Flat,1003080,42.55,Does not qualify,Bearish,Does not qualify,
,Concord Drugs Ltd,Positive,605306,30.75,Does not qualify,Mildly Bullish,Does not qualify,
,Bobshell Electrodes Ltd,Flat,110128,,Does not qualify,Does not qualify,Does not qualify,
,Balaji Steel Tubes  And  Pipes,Does not qualify,821633,,Does not qualify,Does not qualify,,
,Bharti Telecom Ltd,Does not qualify,1001904,,Does not qualify,Does not qualify,Does not qualify,
,BITS Ltd,Flat,574100,,Does not qualify,Does not qualify,Does not qualify,
,Bindal Textile Mills,Does not qualify,1001940,,Does not qualify,Does not qualify,,
sellbg_arrow,Blue Blends (India) Ltd,Positive,299010,,Below Average,Does not qualify,Does not qualify,30
sellbg_arrow,Brookfield India Real Estate Trust,Positive,1003459,301.58,Below Average,Mildly Bullish,Very Expensive,43
strongsellbg_arrow,Brooks Laboratories Ltd,Negative,539063,88.50,Below Average,Bearish,Risky,3
,Bang Overseas Ltd,Positive,778190,34.80,Does not qualify,Mildly Bullish,Does not qualify,
,British India Steels,Does not qualify,1001922,,Does not qualify,Does not qualify,,
buybg_arrow,Birla Cable Ltd,Very Positive,166837,157.80,Average,Bullish,Fair,74
,Janak Turbo Dynamics,Does not qualify,1001665,,Does not qualify,Does not qualify,,
,Best & Crompton Engineering Ltd,Does not qualify,788740,,Does not qualify,Does not qualify,Does not qualify,
,Jeet Machine Tools Ltd,Does not qualify,104788,,Does not qualify,Does not qualify,Does not qualify,
,Jackard Products,Does not qualify,1001656,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Jupiter Industries & Leasing Ltd,Flat,829374,3.30,Below Average,Does not qualify,Does not qualify,20
strongsellbg_arrow,Bharat Heavy Electricals Ltd.,Positive,880342,51.15,Below Average,Mildly Bearish,Risky,23
,Jain Irrigation Systems Ltd-DVR,Positive,139421,21.30,Does not qualify,Mildly Bullish,Does not qualify,
,Jakharia Fabric Ltd,Does not qualify,1003018,0,Below Average,Bearish,Does not qualify,
,Brand Realty Services Ltd,Flat,254636,26.20,Does not qualify,Mildly Bearish,Does not qualify,
,Jumbo Finance Ltd,Flat,702307,0,Does not qualify,Does not qualify,Does not qualify,
,Jay Iron & Steel Industries Ltd,Does not qualify,741077,,Does not qualify,Does not qualify,Does not qualify,
,Jaimata Industries Ltd,Does not qualify,537271,,Does not qualify,Does not qualify,Does not qualify,
,John Fowler  India Ltd.,Does not qualify,918366,,Does not qualify,Does not qualify,,
,JMD Alloys Ltd.,Does not qualify,408266,,Does not qualify,Does not qualify,,
sellbg_arrow,J L Morison (India) Ltd,Positive,873656,"1,850.00",Average,Mildly Bearish,Very Expensive,41
,Jaybharat Fabrics Mills Ltd.,Does not qualify,622499,,Does not qualify,Does not qualify,,
,Jayatma Enterprises Ltd,Flat,771433,62.15,Does not qualify,Mildly Bullish,Does not qualify,
,Jay Mahesh Infraventures Ltd,Flat,193318,,Does not qualify,Does not qualify,Does not qualify,
,J J Finance Corporation Ltd,Flat,377593,29.75,Does not qualify,Mildly Bullish,Does not qualify,
,Jay Energy & S Energies Ltd,Flat,966364,,Does not qualify,Does not qualify,Does not qualify,
,Jayavant Products Ltd,Does not qualify,307480,,Does not qualify,Does not qualify,Does not qualify,
,Janpriya Cement,Does not qualify,1001631,,Does not qualify,Does not qualify,,
,Jayant Paper Mills Ltd.,Does not qualify,365432,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Just Dial Ltd.,Very Negative,522321,769.95,Average,Mildly Bearish,Very Expensive,24
,JCT Electronics Ltd,Flat,314638,,Does not qualify,Does not qualify,Does not qualify,
,Jord Engineers India Ltd,Does not qualify,992652,,Does not qualify,Does not qualify,Does not qualify,
,Jenson & Nicholson (India) Ltd,Flat,273543,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Jaypee Infratech Ltd,Positive,596290,3.02,Below Average,Mildly Bullish,Risky,39
,JSL Industries Ltd.,Flat,108254,229.90,Does not qualify,Mildly Bullish,Does not qualify,
,Josts Engineering Company Ltd,Positive,294681,420.00,Does not qualify,Mildly Bearish,Does not qualify,
,JSG Leasing Ltd,Flat,1003358,37.10,Does not qualify,Does not qualify,Does not qualify,
,Jain Spinners,Does not qualify,1001660,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Jet Airways (India) Ltd,Flat,437299,89.45,Below Average,Mildly Bearish,Risky,17
,Madhur Housing Finance,Does not qualify,1001565,,Does not qualify,Does not qualify,,
,Misquita Engineering Ltd,Does not qualify,1003285,30.25,Below Average,Mildly Bullish,Does not qualify,
sellbg_arrow,JK Lakshmi Cement Ltd,Negative,508302,433.30,Good,Bearish,Attractive,36
,Man Made Spinners (India),Does not qualify,1002118,,Does not qualify,Does not qualify,,
,Mahindra Ugine Steel Company Ltd(Merged),Does not qualify,148105,,Does not qualify,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Jyoti Ltd,Flat,521752,9.34,Below Average,Mildly Bearish,Does not qualify,20
,Millennium Laboratories,Does not qualify,1001883,,Does not qualify,Does not qualify,,
holdbg_arrow,Mold-Tek Packaging Ltd,Positive,219617,719.10,Good,Mildly Bullish,Expensive,65
,Muzaffarnagar Steels Ltd.,Does not qualify,286883,,Does not qualify,Does not qualify,,
,M Lakhamsi Industries Ltd,Flat,502063,6.72,Does not qualify,Does not qualify,Does not qualify,
,MH Mills & Industries Ltd,Does not qualify,400851,,Does not qualify,Mildly Bearish,Does not qualify,
,Meca Quilts,Does not qualify,1002534,,Does not qualify,Does not qualify,,
,Meekan Transmissions,Does not qualify,1002580,,Does not qualify,Does not qualify,,
,Maxworth Orchards International,Does not qualify,1002122,,Does not qualify,Does not qualify,,
,Maharaja Shree Umaid Mills Ltd,Does not qualify,931630,,Does not qualify,Mildly Bearish,Does not qualify,
,Mangalwedhe Sun-Soya Ltd.,Does not qualify,378742,,Does not qualify,Does not qualify,,
,Mohini Health & Hygiene Ltd,Does not qualify,999967,0,Below Average,Mildly Bullish,Does not qualify,
,Mardia Steel Ltd (Wound-up),Does not qualify,171094,,Does not qualify,Does not qualify,Does not qualify,
,Mardia Chemicals Ltd,Does not qualify,1001507,,Does not qualify,Does not qualify,Does not qualify,
,Mangalam Seeds Ltd,Flat,757887,86.80,Does not qualify,Mildly Bullish,Does not qualify,
,Mansukh Ind,Does not qualify,1001551,,Does not qualify,Does not qualify,,
,Mohan Meakin Ltd,Does not qualify,562317,,Does not qualify,Does not qualify,Does not qualify,
,Machino Plastics Ltd,Flat,777838,105.00,Does not qualify,Mildly Bearish,Does not qualify,
,Minolta Finance Ltd,Flat,462864,3.81,Does not qualify,Mildly Bullish,Does not qualify,
,Murli Industries Ltd,Flat,818542,,Does not qualify,Does not qualify,Does not qualify,
,Maya Rasayan Ltd.,Does not qualify,643759,,Does not qualify,Does not qualify,,
,Milk Specialities Ltd.,Does not qualify,838404,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Metropolis Healthcare Ltd,Negative,1003129,"2,023.05",Good,Bearish,Very Expensive,28
,Mayur Leather Products Ltd,Flat,432652,9.62,Does not qualify,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Medinova Diagnostic Services Ltd,Negative,694021,35.75,Below Average,Mildly Bearish,Does not qualify,10
,Manav Pharma Ltd.,Does not qualify,124552,,Does not qualify,Does not qualify,,
,Modern Shares & Stockbrokers Ltd,Flat,147020,20.20,Does not qualify,Mildly Bullish,Does not qualify,
,Mystic Electronics Ltd,Flat,987422,7.12,Does not qualify,Mildly Bullish,Does not qualify,
,Mig-Weld & Machines Ltd.,Does not qualify,163526,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Mishra Dhatu Nigam Ltd,Negative,1002951,170.40,Good,Bearish,Very Expensive,28
,Midvalley Entertainment Ltd,Flat,576133,,Does not qualify,Does not qualify,Does not qualify,
,Mefcom Capital Markets Ltd,Positive,241497,30.15,Does not qualify,Mildly Bullish,Does not qualify,
,Magnanimous Trade & Finance Ltd,Flat,984837,3.33,Does not qualify,Does not qualify,Does not qualify,
,Maxworth Country (India),Does not qualify,1001502,,Does not qualify,Does not qualify,,
,Marshall Machines Ltd,Does not qualify,1003046,0,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Meyer Apparel Ltd,Flat,210476,,Below Average,Mildly Bullish,Does not qualify,38
,Modern Malleables Ltd,Does not qualify,444092,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Madras Fertilizers Ltd,Outstanding,694669,36.80,Below Average,Bullish,Risky,57
,Madhuveer Com 18 Network Ltd,Positive,140050,3.42,Does not qualify,Bullish,Does not qualify,
,MR Organisation Ltd.,Does not qualify,669497,.00,Does not qualify,Does not qualify,,
,Madhya Pradesh Today Media Ltd,Does not qualify,1002841,0,Below Average,Mildly Bullish,Does not qualify,
,Mahaveer Infoway Ltd,Does not qualify,1002424,3.29,Does not qualify,Sideways,Does not qualify,
holdbg_arrow,Menon Pistons Ltd.,Positive,245941,49.30,Average,Mildly Bullish,Fair,61
,Moongipa Capital Finance Ltd,Positive,330587,21.05,Does not qualify,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Mahindra EPC Irrigation Ltd,Very Negative,514917,99.00,Average,Bearish,Risky,15
,Manomay Tex India Ltd,Does not qualify,1002735,59.00,Below Average,Bullish,Risky,
,Mansi Finance (Chennai) Ltd,Flat,811851,24.90,Does not qualify,Mildly Bullish,Does not qualify,
,Mini Soft Ltd,Does not qualify,365824,,Does not qualify,Does not qualify,Does not qualify,
,Kanoria Plaschem Ltd.,Does not qualify,788737,,Does not qualify,Does not qualify,,
,Mothercare (India),Does not qualify,1001872,,Does not qualify,Does not qualify,,
,Mansarovar Bottling Company,Does not qualify,1001501,,Does not qualify,Does not qualify,,
,Kashiram Pannalal Industries,Does not qualify,1001814,,Does not qualify,Does not qualify,,
,Kaprinas Pharmaceuticals & Chemicals Ltd.,Does not qualify,503490,,Does not qualify,Does not qualify,,
,Mitcon Consultancy & Engineering Services Ltd,Does not qualify,480970,0,Below Average,Mildly Bullish,Risky,
strongsellbg_arrow,Kilburn Office Automation Ltd,Flat,812737,,Below Average,Does not qualify,Does not qualify,20
,Kushal Diamonds Ltd.,Does not qualify,450930,,Does not qualify,Does not qualify,,
,Kyra Landscapes Ltd,Flat,523738,,Does not qualify,Does not qualify,Does not qualify,
,Kama Holdings Ltd,Very Positive,848865,"9,503.30",Does not qualify,Mildly Bearish,Does not qualify,
,Kothari Pioneer Bluechip,Does not qualify,1001810,.00,Does not qualify,Does not qualify,,
,Kalpavriksha Industries Ltd,Does not qualify,463698,,Does not qualify,Does not qualify,Does not qualify,
,Kkalpana Plastick Ltd,Flat,136641,25.00,Does not qualify,Mildly Bullish,Does not qualify,
,Karnimata Cold Storage Ltd,Does not qualify,868233,6.00,Below Average,Does not qualify,Does not qualify,
,Kalyani Refineries,Does not qualify,1001816,,Does not qualify,Does not qualify,,
,Kabra Agro Industries,Does not qualify,1001672,,Does not qualify,Does not qualify,,
,Kamini Ispat,Does not qualify,1001796,,Does not qualify,Does not qualify,,
,Kapashi Commercials Ltd,Positive,827965,57.20,Does not qualify,Mildly Bearish,Does not qualify,
,KKV Agro Powers Ltd,Does not qualify,1002638,0,Below Average,Sideways,Does not qualify,
,Kamadgiri Fashion Ltd,Positive,581348,43.65,Does not qualify,Mildly Bullish,Does not qualify,
,Kasi Housing and Development,Does not qualify,1001860,,Does not qualify,Does not qualify,,
,Krishna Engineering Works Ltd,Does not qualify,489522,,Does not qualify,Does not qualify,Does not qualify,
,Kaarya Facilities & Services Ltd,Does not qualify,1002868,23.75,Below Average,Mildly Bearish,Does not qualify,
,Kalindee Rail Nirman (Engineers) Ltd(Merged),Flat,932074,,Does not qualify,Does not qualify,Does not qualify,
buybg_arrow,Kennametal India Ltd,Very Positive,732050,"2,189.50",Good,Bullish,Very Expensive,77
,Kocher OIls Mills,Does not qualify,1001808,,Does not qualify,Does not qualify,,
holdbg_arrow,Kilitch Drugs (India) Ltd,Positive,189669,177.60,Average,Mildly Bullish,Expensive,58
strongsellbg_arrow,KG Petrochem Ltd,Flat,541267,305.00,Below Average,Mildly Bearish,Fair,26
,Kashipur Sugar Mills Ltd,Does not qualify,683602,,Does not qualify,Mildly Bearish,Does not qualify,
,Konkan Tyres Ltd,Does not qualify,675935,,Does not qualify,Mildly Bearish,Does not qualify,
,KMS Medisurgi Ltd.,Does not qualify,1002753,34.45,Below Average,Mildly Bullish,Does not qualify,
,K.R.Foods,Does not qualify,1001817,,Does not qualify,Does not qualify,,
,Kalinga Cement,Does not qualify,1001612,,Does not qualify,Does not qualify,,
,Kuber Auto General Finance & Leasing Ltd.,Does not qualify,158851,,Does not qualify,Does not qualify,,
,Kampani Consultants Limitd,Does not qualify,760398,,Does not qualify,Does not qualify,Does not qualify,
,KP Gelatine,Does not qualify,1001813,,Does not qualify,Does not qualify,,
,Kitti Steels,Does not qualify,1001916,,Does not qualify,Does not qualify,,
,Karnataka Welding Products Ltd.,Does not qualify,173466,,Does not qualify,Does not qualify,,
,Khator Fibre & Fabrics Ltd,Flat,278876,,Below Average,Does not qualify,Does not qualify,
,Kridhan Infra Ltd,Very Negative,521532,5.75,Does not qualify,Mildly Bullish,Does not qualify,
,KC Textiles Ltd.,Does not qualify,362639,,Does not qualify,Does not qualify,,
sellbg_arrow,Kothari World Finance Ltd,Positive,630968,,Below Average,Does not qualify,Does not qualify,30
,KHSL,Does not qualify,1001862,,Does not qualify,Does not qualify,,
,Kusum Agrotech,Does not qualify,1001671,,Does not qualify,Does not qualify,,
,Krisons Electronic Systems Ltd.,Does not qualify,185405,,Does not qualify,Does not qualify,,
buybg_arrow,K P I Global Infrastructure Ltd,Very Positive,1003097,451.50,Average,Bullish,Very Expensive,70
,Kovilpatti Lakshmi Roller Flour Mills Ltd,Flat,500120,71.10,Does not qualify,Mildly Bullish,Does not qualify,
,Kar Mobiles Ltd,Does not qualify,441275,,Does not qualify,Mildly Bullish,Does not qualify,
,Kabsons Industries Ltd,Positive,167415,18.25,Does not qualify,Bullish,Does not qualify,
,Khemsons Global Ltd.,Does not qualify,722474,,Does not qualify,Does not qualify,,
,Kinetic Motor Company Ltd (Merged),Does not qualify,595171,,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,Kirloskar Industries Ltd,Positive,810620,"1,630.10",Average,Mildly Bullish,Attractive,64
,KPT Industries Ltd,Positive,266290,136.00,Does not qualify,Mildly Bullish,Does not qualify,
,Prudential Stock Broking Services Ltd,Does not qualify,1001626,,Does not qualify,Does not qualify,Does not qualify,
,KMF Builders & Developers Ltd,Flat,900435,6.23,Does not qualify,Mildly Bullish,Does not qualify,
,KCD Industries India Ltd,Flat,1002826,47.50,Does not qualify,Mildly Bullish,Does not qualify,
buybg_arrow,Khaitan Chemicals & Fertilizers Ltd,Outstanding,511670,129.25,Average,Bullish,Very Expensive,75
strongsellbg_arrow,Kesar Terminals & Infrastructure Ltd,Flat,921329,32.00,Below Average,Bearish,Does not qualify,14
sellbg_arrow,Kalpataru Power Transmission Ltd,Negative,613539,373.25,Average,Mildly Bearish,Very Attractive,37
sellbg_arrow,Parvati Sweetners and Power Ltd,Flat,1003019,14.05,Below Average,Mildly Bullish,Very Expensive,37
,Pittsburgh Iron & Steels Ltd,Does not qualify,920547,,Does not qualify,Does not qualify,Does not qualify,
,Protech Switchgears,Does not qualify,1001587,,Does not qualify,Does not qualify,,
,Professional Diamonds Ltd.,Does not qualify,345019,,Does not qualify,Does not qualify,,
,Pact Industries Ltd,Flat,273003,,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Pokarna Ltd,Very Positive,520711,665.95,Average,Mildly Bullish,Very Expensive,62
sellbg_arrow,Prism Johnson Ltd.,Negative,807717,122.80,Average,Mildly Bullish,Expensive,44
,Progressive Metal Forming & Leasing,Does not qualify,1002517,,Does not qualify,Does not qualify,,
,Powersoft Global Solutions Ltd,Does not qualify,623476,,Does not qualify,Mildly Bearish,Does not qualify,
,Pearl Global Ltd(Merged),Does not qualify,365078,,Does not qualify,Sideways,Does not qualify,
,Premier Chennai Properties Ltd.,Does not qualify,848381,,Does not qualify,Does not qualify,,
,Piramal Holdings Ltd(merged),Does not qualify,1002007,,Does not qualify,Does not qualify,Does not qualify,
,Parakram Technofab,Does not qualify,1001582,,Does not qualify,Does not qualify,,
,Power & Instrumentation (Gujarat) Ltd,Does not qualify,1002974,0,Below Average,Mildly Bullish,Does not qualify,
buybg_arrow,PDS Ltd,Very Positive,770604,"1,716.95",Average,Bullish,Very Expensive,70
,PCI Chemicals & Pharmaceuticals Ltd.,Does not qualify,732562,,Does not qualify,Does not qualify,,
,Pratiksha Chemicals Ltd,Positive,462176,25.90,Does not qualify,Mildly Bullish,Does not qualify,
,Pawansut Holdings Ltd,Flat,298537,,Does not qualify,Does not qualify,Does not qualify,
,Panasonic Appliances India Company Ltd,Flat,363073,,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Prakash Steelage Ltd,Very Positive,147387,5.09,Below Average,Mildly Bullish,Does not qualify,52
strongsellbg_arrow,Procter & Gamble Health Ltd,Negative,346859,"4,318.10",Good,Bearish,Very Expensive,28
,Pashupati Seohung Ltd,Does not qualify,241657,,Does not qualify,Does not qualify,Does not qualify,
,PL Finance & Investment Ltd.,Does not qualify,623144,,Does not qualify,Does not qualify,,
,Pritika Autocast Ltd.,Does not qualify,109739,,Does not qualify,Does not qualify,,
,Progrex Ventures Ltd,Flat,139717,,Does not qualify,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Piramal Phytocare Ltd(Merged),Flat,176134,,Below Average,Does not qualify,Does not qualify,20
,Paramount Printpackaging Ltd,Flat,394980,,Does not qualify,Does not qualify,Does not qualify,
,PBM Polytex Ltd,Very Positive,990183,133.00,Does not qualify,Mildly Bullish,Does not qualify,
,Partani Appliances Ltd,Flat,223614,,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,PSP Projects Ltd,Positive,1002764,524.55,Good,Mildly Bullish,Expensive,65
holdbg_arrow,Parnax Lab Ltd,Outstanding,286243,122.00,Below Average,Bullish,Very Expensive,61
,Pharmaids Pharmaceuticals Ltd,Flat,799751,13.70,Does not qualify,Bearish,Does not qualify,
sellbg_arrow,Plastiblends India Ltd,Positive,376093,220.25,Average,Bearish,Expensive,37
,Pace Automation Ltd,Flat,834171,,Does not qualify,Does not qualify,Does not qualify,
,Pankaj Agro Protinex Ltd.,Does not qualify,509823,,Does not qualify,Does not qualify,,
,Perfect-Octave Media Projects Ltd,Flat,466008,1.96,Does not qualify,Sideways,Does not qualify,
,Positive Electronics Ltd,Flat,61071,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Procter & Gamble Hygiene & Health Care Ltd.,Flat,927063,"15,480.00",Good,Bullish,Very Expensive,65
sellbg_arrow,Priya Ltd,Flat,631521,21.70,Below Average,Mildly Bullish,Does not qualify,38
buybg_arrow,Power Mech Projects Ltd,Very Positive,999952,890.00,Average,Mildly Bullish,Attractive,70
,Patidar Buildcon Ltd,Flat,832549,7.10,Does not qualify,Mildly Bullish,Does not qualify,
,Paras Petrofils Ltd,Flat,517022,,Does not qualify,Does not qualify,Does not qualify,
,Poonam Rasayan Ltd.,Does not qualify,304454,,Does not qualify,Does not qualify,,
,Punjab Communications Ltd,Negative,349198,37.00,Does not qualify,Mildly Bullish,Does not qualify,
,Punjab Anand Lamp Industries Ltd (Merged),Does not qualify,604015,,Does not qualify,Does not qualify,Does not qualify,
,Powerflow,Does not qualify,1002401,,Does not qualify,Does not qualify,,
,Premier Synthetics Ltd,Positive,622278,24.50,Does not qualify,Mildly Bullish,Does not qualify,
,Golden Proteins Ltd.,Does not qualify,715740,,Does not qualify,Does not qualify,,
strongsellbg_arrow,PNB Gilts Ltd,Negative,202962,62.75,Below Average,Mildly Bearish,Attractive,20
,Genus Commutrade Ltd,Does not qualify,745932,,Does not qualify,Mildly Bearish,Does not qualify,
,Genuine Commodities Devp. Company Ltd.,Does not qualify,135189,,Does not qualify,Does not qualify,,
,Penta Gold Ltd,Does not qualify,1002818,0,Does not qualify,Mildly Bullish,Risky,
,Ganapati Exports,Does not qualify,1001192,.00,Does not qualify,Does not qualify,,
,Galaxy Consolidated Finance Ltd,Does not qualify,112974,,Does not qualify,Does not qualify,Does not qualify,
,PMC Fincorp Ltd,Flat,369784,5.65,Does not qualify,Mildly Bullish,Very Expensive,
holdbg_arrow,Prestige Estates Projects Ltd,Positive,698915,474.80,Average,Mildly Bullish,Fair,61
,Pressman Advertising Ltd,Flat,590303,43.45,Does not qualify,Bullish,Very Expensive,
,Gujarat Filaments Ltd.,Does not qualify,974406,,Does not qualify,Does not qualify,,
buybg_arrow,Pondy Oxides & Chemicals Ltd,Very Positive,528755,735.00,Average,Bullish,Very Expensive,70
,G R Cables Ltd,Flat,971142,,Does not qualify,Does not qualify,Does not qualify,
,Gold Rock Investments Ltd,Flat,142771,8.66,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Gallantt Metal Ltd.,Flat,887823,64.30,Average,Mildly Bearish,Very Attractive,45
,Golden Capital Services Ltd,Flat,1002602,,Below Average,Does not qualify,Does not qualify,
buybg_arrow,Greenpanel Industries Ltd,Positive,1003320,572.45,Good,Bullish,Attractive,78
,Gujarat Himalaya Cements,Does not qualify,1001151,,Does not qualify,Does not qualify,,
,Gujarat Perstorp Electronics Ltd,Does not qualify,404343,,Does not qualify,Does not qualify,Does not qualify,
buybg_arrow,Grindwell Norton Ltd.,Positive,119570,"1,843.10",Good,Bullish,Very Expensive,71
strongsellbg_arrow,Godrej Properties Ltd,Very Positive,608999,"1,614.65",Below Average,Mildly Bearish,Risky,29
,Greenview Power Projects,Does not qualify,1001189,,Does not qualify,Does not qualify,,
,Gil Hospitals Ltd (Wound-up),Does not qualify,1001281,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,GPT Infraprojects Ltd,Flat,168201,73.00,Below Average,Mildly Bearish,Very Attractive,31
,Gwalior Strips,Does not qualify,1001221,,Does not qualify,Does not qualify,,
,Gujarat Ambuja Cotspin,Does not qualify,1001142,,Does not qualify,Does not qualify,,
,Gujarat Hy-Spin Ltd,Does not qualify,1002922,9.65,Below Average,Bullish,Does not qualify,
sellbg_arrow,Garware Hi Tech Films Ltd,Positive,131043,748.50,Average,Mildly Bearish,Fair,45
,Gujarat Metallic Coal & Coke Ltd,Does not qualify,380373,19.45,Below Average,Mildly Bullish,Does not qualify,
,Ganga Papers India Ltd,Positive,613304,65.35,Does not qualify,Mildly Bullish,Does not qualify,
,Glofame Cotspin Industries Ltd(merged),Does not qualify,1001144,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Galaxy Surfactants Ltd,Negative,100894,"2,955.65",Good,Mildly Bearish,Expensive,35
,Gujarat Fun `n Water Park,Does not qualify,1001199,,Does not qualify,Does not qualify,,
